"","killer_position_x","killer_position_y","victim_position_x","victim_position_y","killed_by","time","GunType","killerelevation","victimelevation","killdistance"
"3718807",417972.2,328708,418093.9,329233.3,"S12K",220,"Shotgun","Normal","Normal",539.213297313772
"11207306",306860.2,308285.9,306860.2,308285.9,"Grenade",1262,"Explosives","Normal","Normal",0
"25926206",371983.5,393947.8,373585.6,399786.7,"AKM",583,"Rifle","Normal","Normal",6054.7070631039
"37391907",483113,628261.8,483436,628165.4,"SCAR-L",1782,"Rifle","Elevated","Elevated",337.078566509359
"26329034",367655.2,406489.3,367336.2,406484.7,"S686",263,"Shotgun","Normal","Normal",319.033164420252
"6667084",223833.6,351032.5,238424.7,337475.6,"SKS",1409,"Sniper","Normal","Normal",19917.0714920643
"29096029",367151.9,435114.9,388067.1,439956.8,"M416",848,"Rifle","Normal","Normal",21468.3391684126
"25713500",164845.4,519932.4,163520.7,520028.2,"R1895",267,"Pistol","Normal","Normal",1328.15952731588
"21468364",358380.6,172334.3,358095.6,169146,"M416",1565,"Rifle","Normal","Normal",3201.01263508908
"5847603",188889.7,392381.8,190226.5,390893.5,"AKM",1198,"Rifle","Normal","Normal",2000.51771549265
"36974714",586735.9,337565.5,589964.4,341330.2,"M416",1075,"Rifle","Normal","Normal",4959.45343157894
"7302688",418447.4,383397.6,410942.7,385059.5,"M416",752,"Rifle","Normal","Normal",7686.50985168173
"30987509",634006,365512.7,623857.7,367997.9,"M16A4",459,"Rifle","Normal","Normal",10448.1678743214
"2141468",617796.1,614511.5,618383.7,613337.7,"M416",216,"Rifle","Elevated","Elevated",1312.66149482648
"21274900",421051,324703.8,420989.6,325194.4,"Crossbow",161,"Sniper","Normal","Normal",494.427264620426
"16817083",178896.3,303361.7,179423.5,302806,"UMP9",303,"Sub Machine Gun","Normal","Normal",765.991076971544
"23020803",203598.7,352028.1,204611.6,351001.2,"M416",1658,"Rifle","Normal","Normal",1442.39038405
"32944744",434049.9,636089.7,433770.2,636225.9,"UMP9",127,"Sub Machine Gun","Normal","Normal",311.098907101947
"4794797",621987.3,374368.9,621706.7,375063.1,"M416",334,"Rifle","Normal","Normal",748.76565092156
"15280859",311079.5,677866.9,312260.2,677538.4,"SCAR-L",1092,"Rifle","Normal","Normal",1225.54671065612
"12269425",587264.8,388770.3,581864.6,391682.9,"M416",1868,"Rifle","Normal","Normal",6135.58463392047
"23329210",547822,514142.8,550187,500202.6,"Kar98k",829,"Sniper","Normal","Normal",14139.3918200183
"26529968",513036.8,363834.4,516598.1,370951.3,"SCAR-L",919,"Rifle","Normal","Normal",7958.21106153886
"11026191",178752.2,127405.2,178867.2,127335.1,"S12K",193,"Shotgun","Normal","Normal",134.681141961296
"12072792",311369.9,332209.2,311968.9,331230.2,"UMP9",282,"Sub Machine Gun","Normal","Normal",1147.71163625712
"11941089",524830.4,410764.7,525214.8,407665.9,"SCAR-L",1442,"Rifle","Normal","Normal",3122.55100839041
"23508254",576848.1,488945.3,576992.4,489052.4,"SCAR-L",941,"Rifle","Normal","Normal",179.702253742186
"21800631",319815.8,454205.2,301469.1,461861.6,"M16A4",1093,"Rifle","Normal","Normal",19880.1876713979
"12854503",389890.9,287372.4,389901.9,287451.7,"Punch",132,"Melee","Normal","Normal",80.0592905289458
"3782706",111567.3,565483.3,111596.8,565723.6,"Crossbow",868,"Sniper","Normal","Normal",242.103985923335
"30861051",334420.4,171613.3,337819.6,170781.5,"SCAR-L",200,"Rifle","Normal","Normal",3499.49308900584
"3595081",498991,404744.3,495054.2,403290.9,"M416",1747,"Rifle","Normal","Normal",4196.51829496784
"11919484",184218.9,370773.2,186758.2,373093.8,"UMP9",1949,"Sub Machine Gun","Normal","Normal",3439.94605335607
"13835146",654331.9,354252.6,654368.3,354171,"S1897",291,"Shotgun","Normal","Normal",89.3505456054852
"15910682",222556.3,362074.9,218827.6,361672.6,"Mini 14",811,"Rifle","Normal","Normal",3750.33984860038
"39628867",367646.1,407533.5,368015.2,407265.5,"AKM",459,"Rifle","Normal","Normal",456.13464021057
"26040358",207329.5,411237.2,203611.7,416285.6,"VSS",876,"Sub Machine Gun","Normal","Normal",6269.63949521817
"32997020",435666.9,338225.9,435719.3,338965.5,"S1897",365,"Shotgun","Normal","Normal",741.453923045769
"13790502",419175.9,329356.9,419195.3,329280,"Punch",126,"Melee","Normal","Normal",79.3093311029807
"27599963",278325.8,563052.6,278172.6,563123.9,"UMP9",133,"Sub Machine Gun","Normal","Normal",168.979081545646
"8329282",323230.3,138174,323151.9,138195.2,"Punch",125,"Melee","Normal","Normal",81.2157620169571
"17207928",458052.9,613054.7,449204.8,612052.9,"Kar98k",1426,"Sniper","Normal","Normal",8904.63232536866
"11609466",571006.3,378649.2,571281.6,378862.3,"R1895",259,"Pistol","Normal","Normal",348.140345263159
"13595554",555974.3,129042.8,556076.8,133394.1,"M416",84,"Rifle","Normal","Normal",4352.507086726
"17525072",383637.8,653008.4,383307,652785.2,"Tommy Gun",1377,"Sub Machine Gun","Normal","Normal",399.057489592695
"24840150",372261.8,508343.4,372264.5,508146,"M16A4",133,"Rifle","Normal","Normal",197.418464182075
"3587806",393725.9,286255.3,393429,286357.9,"M16A4",229,"Rifle","Normal","Normal",314.127951637579
"29315905",426568.5,631389.6,427836.8,633726.4,"S1897",392,"Shotgun","Normal","Normal",2658.80031781256
"23639577",446838.2,629685.1,446507.4,629342.4,"S12K",136,"Shotgun","Normal","Normal",476.310749406268
"33458726",436287.1,638206.1,435958.8,638171.8,"M416",196,"Rifle","Normal","Normal",330.086927944727
"30485297",460252.8,616369.9,445347.5,622399.3,"M416",743,"Rifle","Normal","Normal",16078.6079139333
"21775610",304573.7,406237.5,310797.4,400528.1,"SKS",960,"Sniper","Normal","Normal",8445.80902282312
"20093496",241468.7,436594.3,241611.5,436448.5,"S1897",161,"Shotgun","Normal","Normal",204.082042326103
"8068282",436498.5,638806.7,437365.2,638520.3,"M16A4",97,"Rifle","Normal","Normal",912.794527810047
"35839438",403370.2,227990.9,402046.6,229533.6,"Dacia",1269,"Vehicles","Normal","Normal",2032.69285677894
"39694238",340942.9,288745.8,340766.9,278842.8,"Kar98k",1619,"Sniper","Normal","Normal",9904.56384703537
"23976664",278673.6,237241.6,266115.3,234357.5,"Kar98k",1502,"Sniper","Normal","Normal",12885.2214455166
"39639517",680690.7,383545.4,676125.3,384455.9,"SCAR-L",1156,"Rifle","Normal","Normal",4655.30744527138
"6890238",262719.4,371550.8,262317.4,371590.9,"Hit by Car",351,"Vehicles","Normal","Normal",403.995061851012
"20712688",539170.9,254017,534345.8,273213.7,"M16A4",590,"Rifle","Normal","Normal",19793.8091558952
"18805635",598273.4,623754,598453.8,623881.8,"M416",179,"Rifle","Elevated","Elevated",221.081432960844
"26481460",218735.2,121278.6,215233,120413.9,"M416",1530,"Rifle","Normal","Normal",3607.36897613761
"7442830",421497.9,189535.1,420519.1,186982.4,"M416",1708,"Rifle","Normal","Normal",2733.92149302063
"13576463",454386.2,629659.4,452250.6,628764.6,"M416",192,"Rifle","Normal","Normal",2315.48146181312
"39274558",295551.8,504015.5,295307.4,503867.1,"AKM",281,"Rifle","Normal","Normal",285.926424102408
"17902096",267032.3,336861.9,267220.7,334396.2,"SCAR-L",1045,"Rifle","Normal","Normal",2472.887189097
"11927309",167900.8,530604.6,168369.2,530442.7,"AKM",231,"Rifle","Normal","Normal",495.590728323311
"11652143",174012.3,630939.8,174229.4,630676.9,"UMP9",189,"Sub Machine Gun","Normal","Normal",340.95281198432
"17877775",522099.3,473433.2,520544.7,473895.8,"M16A4",965,"Rifle","Normal","Normal",1621.96791583555
"2179683",341604.5,168571.4,334929.8,170481.7,"Mini 14",123,"Rifle","Normal","Normal",6942.68436413468
"13972409",444611.2,336036.9,444942.6,335723.6,"S1897",204,"Shotgun","Normal","Normal",456.051367720793
"2848539",444658.4,328073.9,444580.5,328055.8,"S1897",149,"Shotgun","Normal","Normal",79.9751211315425
"36151765",621905.3,372185.5,621627.6,374489.5,"SCAR-L",164,"Rifle","Normal","Normal",2320.6751797699
"10649301",550624.9,231384.4,550868,230812.6,"M416",317,"Rifle","Normal","Normal",621.331513766987
"22921175",623762.4,371889.5,623641.4,371907.8,"Vector",150,"Sub Machine Gun","Normal","Normal",122.37601889259
"30887269",466797.9,646443.7,466771.5,646330.9,"Punch",127,"Melee","Elevated","Elevated",115.84817650695
"7283892",390394.7,286664,390314.9,286698.8,"SCAR-L",1480,"Rifle","Normal","Normal",87.0579117599161
"26811500",153793.5,315091.7,153666.7,315157.8,"UMP9",137,"Sub Machine Gun","Normal","Normal",142.994580316857
"23104038",585027.9,322043.3,570697.2,334878.5,"SKS",1104,"Sniper","Normal","Normal",19238.2775094342
"19075879",687162.6,460009.1,684497.6,460174.6,"M416",116,"Rifle","Normal","Normal",2670.1339385881
"3959293",420745.8,324840.9,420562.8,324896.3,"M16A4",468,"Rifle","Normal","Normal",191.201882835908
"13721240",385254.9,468206.9,383454.9,474202.9,"Grenade",333,"Explosives","Normal","Normal",6260.35270571874
"9881130",445278.8,626842.4,445034.1,627263.3,"S1897",393,"Shotgun","Normal","Normal",486.862300861368
"23516705",274890.5,143215.2,272436.8,148500.2,"SCAR-L",1521,"Rifle","Normal","Normal",5826.82320737467
"1267004",661876.8,343491.6,628161.3,328414.5,"Mini 14",1501,"Rifle","Normal","Normal",36933.1001225188
"11461339",124447.9,417464,124518.4,417423.4,"Punch",131,"Melee","Normal","Normal",81.3548400526859
"26641147",390919.8,350934.1,391084.4,349923.3,"M416",576,"Rifle","Normal","Normal",1024.11415379341
"2084570",215277.8,382267.9,215262,382347.3,"Grenade",827,"Explosives","Normal","Normal",80.9567785919998
"3008971",451240.6,620581.3,450722.1,620859.6,"Grenade",165,"Explosives","Normal","Normal",588.466770514666
"3054638",351315.8,303255.5,349285,304761.6,"M16A4",781,"Rifle","Normal","Normal",2528.33657767313
"14392130",468314.7,641303.3,468368.5,641418.4,"SCAR-L",230,"Rifle","Elevated","Elevated",127.052941721132
"33018217",405580.2,308772,406242.3,310417.2,"SCAR-L",537,"Rifle","Normal","Normal",1773.43154646578
"16776312",299028.4,313131.9,299542.6,313168.8,"UMP9",211,"Sub Machine Gun","Normal","Normal",515.522307955679
"28048512",575095.4,118102.4,574884.3,118190.9,"S686",380,"Shotgun","Normal","Normal",228.900546089323
"25928116",425861.6,640390.3,425967.7,640426.7,"Punch",162,"Melee","Normal","Normal",112.170272354134
"3229070",366739.2,392172.2,368505.3,391547.6,"Micro UZI",682,"Sub Machine Gun","Normal","Normal",1873.29505684501
"22710924",160402.8,281715.7,161257,311509.2,"SCAR-L",379,"Rifle","Normal","Normal",29805.7427334063
"27209201",597138.8,470669.8,596382.1,472611,"Tommy Gun",239,"Sub Machine Gun","Normal","Normal",2083.47122130356
"35323339",607361.6,603440.4,607361.6,603440.4,"Motorbike (SideCar)",270,"Vehicles","Elevated","Elevated",0
"29920845",514287.7,231749.6,515328.1,231970,"M416",1427,"Rifle","Normal","Normal",1063.48874935277
"37051210",377699.7,388685.8,377772.1,386238.9,"AKM",1682,"Rifle","Normal","Normal",2447.97086788218
"9640008",561073.9,376183.3,561332.4,375494.8,"M416",1694,"Rifle","Normal","Normal",735.42810661546
"691624",437848.6,623106.8,437978.8,623186.4,"Tommy Gun",108,"Sub Machine Gun","Normal","Normal",152.604718144621
"33597172",372846.1,416204.8,372884.5,416275,"Punch",107,"Melee","Normal","Normal",80.0162483499659
"30366785",423918.3,326322.9,423690.3,326644.4,"SCAR-L",253,"Rifle","Normal","Normal",394.139886334789
"28034060",435521.6,637473.3,436381,637152.6,"P1911",111,"Pistol","Normal","Normal",917.287768369384
"28876599",436230.6,473949.8,432222.4,475957.6,"SKS",848,"Sniper","Normal","Normal",4482.95974552522
"6652175",296618.2,506392.6,297039.2,506070,"S12K",127,"Shotgun","Normal","Normal",530.388310580074
"14834451",429359.8,636835.5,429697.6,636674.9,"S12K",187,"Shotgun","Normal","Normal",374.033688322302
"26723352",589859.3,290027.5,590070.7,289328.3,"S12K",734,"Shotgun","Normal","Normal",730.459170659098
"5809583",224808.6,394222.5,224816.5,394413.1,"S1897",360,"Shotgun","Normal","Normal",190.763649577143
"28124835",394175.4,309818,397116.6,308251.6,"M16A4",1560,"Rifle","Normal","Normal",3332.30646849893
"13312272",713212.4,452205.4,714812.8,451719.2,"M416",319,"Rifle","Normal","Normal",1672.6238668631
"28425973",610622.9,269786.3,618973.4,265123.3,"M416",1622,"Rifle","Normal","Normal",9564.22601416341
"14671080",631935.3,370557.8,631255.9,370195.9,"S1897",132,"Shotgun","Normal","Normal",769.776571480327
"13454913",438220.9,423214.6,438514.9,416744,"AKM",767,"Rifle","Normal","Normal",6477.27568967075
"16329233",420700,324612.9,422988.1,324792.7,"Vector",225,"Sub Machine Gun","Normal","Normal",2295.15351338421
"31475521",327749.4,658251.2,327765.3,670882.4,"SCAR-L",1618,"Rifle","Normal","Normal",12631.2100073588
"1691665",426504.6,218932.1,425129.2,221062.2,"M16A4",907,"Rifle","Normal","Normal",2535.55736870613
"15104784",367203.2,389125.1,367892.3,389577.2,"M416",706,"Rifle","Normal","Normal",824.168198852637
"33415828",625566.8,378745.9,625573.8,378464.3,"Micro UZI",189,"Sub Machine Gun","Normal","Normal",281.686989404942
"30406817",651424.4,256716.8,642516.8,275972.9,"Mini 14",828,"Rifle","Normal","Normal",21216.5672287013
"33722532",291716.4,269030.3,295260.5,271883,"AKM",746,"Rifle","Normal","Normal",4549.56504514441
"38202219",686909.5,460771.9,686915.8,460514.7,"SCAR-L",124,"Rifle","Normal","Normal",257.277146283937
"27007742",369536.2,400122.8,369209.4,398979.6,"AKM",190,"Rifle","Normal","Normal",1188.99305296542
"7416365",343877.2,602947.9,331186.2,616950.9,"Kar98k",1581,"Sniper","Normal","Normal",18898.2933091854
"28915421",613602.4,617376.4,616717.3,621674.6,"Mini 14",504,"Rifle","Elevated","Elevated",5308.21299968264
"16464432",421305.5,324335.3,420902.6,324187.9,"S1897",107,"Shotgun","Normal","Normal",429.016514833647
"34478173",330848.5,528515.9,337201.3,525111.4,"AKM",1497,"Rifle","Normal","Normal",7207.54383198603
"20966401",345198.8,314909.7,346097.2,315940.4,"Mk14",717,"Rifle","Normal","Normal",1367.28382203552
"14067825",335814.8,161260.8,336157.9,159617.5,"AKM",1918,"Rifle","Normal","Normal",1678.73538712925
"14985295",355437,402581.5,356467.2,398929.4,"AKM",326,"Rifle","Normal","Normal",3794.62072544805
"20935793",446296.9,628885.8,446322.3,629415.8,"UMP9",109,"Sub Machine Gun","Normal","Normal",530.608292434257
"11560756",572613.8,384849.9,571386.9,387577.6,"UMP9",218,"Sub Machine Gun","Normal","Normal",2990.92475665969
"12593352",321377.5,456240.4,320542.4,456111.5,"SCAR-L",779,"Rifle","Normal","Normal",844.989479224426
"35086704",364134.5,398128.9,364202.6,397825.9,"UMP9",334,"Sub Machine Gun","Normal","Normal",310.558545205243
"22095223",564174.1,488885.9,563016.6,491983.3,"M416",1346,"Rifle","Normal","Normal",3306.61352595065
"29868745",492310.6,436287.6,492248.8,436238.7,"Punch",108,"Melee","Normal","Normal",78.8064083688322
"31452648",491954.7,445251.6,491094.5,446137.8,"AKM",498,"Rifle","Normal","Normal",1235.02812923433
"39091170",528129.3,406431.6,528160.8,405783.1,"S686",730,"Shotgun","Normal","Normal",649.264583971743
"15414751",213143.5,283518,213203,283216.2,"S12K",277,"Shotgun","Normal","Normal",307.609313903193
"2262356",626177.6,609872.1,626216.1,609640.3,"S686",89,"Shotgun","Elevated","Elevated",234.975509362077
"32362545",550412.1,364970.9,548420.4,366136.1,"M416",658,"Rifle","Normal","Normal",2307.50079739958
"23286300",338015.9,163699.7,338098.5,163718.6,"Punch",151,"Melee","Normal","Normal",84.7347036343194
"31170926",368547.2,399003.9,368628.2,399060.9,"Tommy Gun",330,"Sub Machine Gun","Normal","Normal",99.0454441153151
"33365393",328156.2,391627.9,327982.4,392202.5,"UMP9",972,"Sub Machine Gun","Normal","Normal",600.309586796654
"13263557",422244.7,280425.7,419583,284798.3,"UMP9",986,"Sub Machine Gun","Normal","Normal",5119.01139381422
"31706882",318183.8,415897.3,320595.2,416108.9,"SCAR-L",1939,"Rifle","Normal","Normal",2420.66613146054
"5574340",201663.9,286413.6,201511.5,286583.1,"AKM",362,"Rifle","Normal","Normal",227.938610156327
"12375165",361039.9,492360.3,361187.8,492176.7,"SCAR-L",732,"Rifle","Normal","Normal",235.761256359015
"5046048",559083.4,503437.6,558835.5,504965.3,"AKM",1147,"Rifle","Normal","Normal",1547.68268711647
"23736112",385775.2,116191.2,385923.2,116877.2,"S1897",91,"Shotgun","Normal","Normal",701.78344238091
"16242950",478010.9,268496.9,479818.6,271938.3,"M16A4",1604,"Rifle","Normal","Normal",3887.2886759282
"6211141",354507.6,411402.5,354191.6,411403.6,"Micro UZI",298,"Sub Machine Gun","Normal","Normal",316.001914551162
"11285075",618794.4,306358.5,619106.3,306724,"S1897",257,"Shotgun","Normal","Normal",480.491269431625
"20845301",399208.5,347731.8,400741.1,348807.2,"AKM",335,"Rifle","Normal","Normal",1872.25743956326
"33818009",551219.1,546601.1,551219.1,546601.1,"Grenade",854,"Explosives","Normal","Normal",0
"19797231",505636.6,357899.8,504314,358001.8,"M416",1564,"Rifle","Normal","Normal",1326.52733104144
"10305054",554334.8,248006.2,554818.6,248589.5,"UMP9",679,"Sub Machine Gun","Normal","Normal",757.826715021263
"37383926",632418.7,364211.5,613420.6,378166.2,"AKM",277,"Rifle","Normal","Normal",23572.4724138135
"471367",362626.3,374804.1,363851.8,375094.4,"SCAR-L",1283,"Rifle","Normal","Normal",1259.41428449896
"16464685",418009.8,324066.1,418583.9,323930.5,"M416",792,"Rifle","Normal","Normal",589.896745202102
"36679292",612349.6,347335.6,612349.6,347335.6,"Grenade",474,"Explosives","Normal","Normal",0
"15553631",688327.3,462863.6,687431.6,462815.7,"UMP9",115,"Sub Machine Gun","Normal","Normal",896.979877143363
"22646673",366143.3,404724.2,365814.7,404731.6,"S686",404,"Shotgun","Normal","Normal",328.6833126278
"28887752",570638.1,129276.9,571007.7,129273.4,"S1897",78,"Shotgun","Normal","Normal",369.616571598167
"15187617",546750.8,304148.9,548215.4,303373.8,"M416",783,"Rifle","Normal","Normal",1657.05557239339
"12943601",418583.1,324555.8,421146.7,324812.7,"M16A4",147,"Rifle","Normal","Normal",2576.43990226828
"11512903",426725.8,153111.7,430305.8,153702.4,"SCAR-L",1305,"Rifle","Normal","Normal",3628.40550242114
"39465308",444231.3,329585.7,443766.1,329552.8,"SCAR-L",557,"Rifle","Normal","Normal",466.361930264481
"26819901",424676.9,327056.7,425286.4,326989.2,"P92",146,"Pistol","Normal","Normal",613.226304067267
"13507425",413341.2,481422.3,413724.8,481113.8,"SKS",122,"Sniper","Normal","Normal",492.261322876358
"30066769",354898.3,572761.6,358681.9,577171.3,"Micro UZI",447,"Sub Machine Gun","Normal","Normal",5810.42881808227
"30897577",622557.8,347165.4,627350.4,347296,"SCAR-L",1525,"Rifle","Normal","Normal",4794.37911725802
"36201779",420696.2,326488.2,420791.2,325703.8,"S12K",108,"Shotgun","Normal","Normal",790.131862412874
"20387729",494538.8,315813.8,496053.2,310974.8,"UMP9",1317,"Sub Machine Gun","Normal","Normal",5070.43670308585
"4288900",283255.3,402469.2,283441.4,401893.6,"M416",937,"Rifle","Normal","Normal",604.936831413044
"37436509",364206.2,413575.1,364019.6,413930.6,"AKM",342,"Rifle","Normal","Normal",401.496961383287
"14851624",151608.6,609506.9,151155.1,609949.3,"M249",1634,"Machine Gun","Normal","Normal",633.545586362987
"760869",161504.6,291551.6,160664.2,293551.6,"AKM",222,"Rifle","Normal","Normal",2169.39442241377
"1745102",553906.3,359805.5,550512.2,369768.7,"M416",581,"Rifle","Normal","Normal",10525.4581396726
"6068757",160853.7,293921.8,160864.9,294466.5,"AKM",366,"Rifle","Normal","Normal",544.81513378394
"28967866",555383.1,362394.7,555523.2,362436,"M16A4",883,"Rifle","Normal","Normal",146.060603860153
"32531284",714845.8,440599.8,713752.3,442337.6,"AKM",1691,"Rifle","Normal","Normal",2053.21481827888
"619813",216086.9,165392,216086.9,165392,"Grenade",317,"Explosives","Normal","Normal",0
"32852645",559666.6,497895.9,559838.7,498317.7,"Mini 14",1116,"Rifle","Normal","Normal",455.558613133351
"3419635",368102.1,398027.6,368379.3,398156.5,"Micro UZI",348,"Sub Machine Gun","Normal","Normal",305.704187082893
"23992440",626337.1,378313.1,627065.3,378417.5,"P92",113,"Pistol","Normal","Normal",735.645702767376
"19745994",188966,548222.1,200052,540205.1,"Mini 14",1601,"Rifle","Elevated","Elevated",13681.0703163166
"33149381",533578.3,391094.9,533578.3,391094.9,"Uaz",998,"Vehicles","Normal","Normal",0
"29139205",574541.8,351278.2,578100.6,353800.8,"SCAR-L",1629,"Rifle","Normal","Normal",4362.17470993533
"6161053",422492.5,324622.9,422418.9,324831.3,"M16A4",133,"Rifle","Normal","Normal",221.014750638916
"29848001",447978.9,629793,447677.6,629972.8,"UMP9",94,"Sub Machine Gun","Normal","Normal",350.869961666776
"31661253",511828.8,546737.7,512265.1,550350,"M16A4",1106,"Rifle","Normal","Normal",3638.55314376475
"11545543",567496.8,190009,568967,192526,"M16A4",922,"Rifle","Normal","Normal",2914.92316193753
"24022983",609327.3,589225.8,610745.1,589255.2,"Crossbow",95,"Sniper","Normal","Normal",1418.10479161443
"17605782",446289.1,629389.6,450192.2,629315.9,"SKS",376,"Sniper","Normal","Normal",3903.79575541552
"35591130",553893.4,131986.2,554365.3,131814.7,"AKM",240,"Rifle","Normal","Normal",502.097460658807
"14482742",420296.3,327291.4,419525.1,326817.7,"AKM",698,"Rifle","Normal","Normal",905.064157946844
"3747743",513951,604064.4,514998.6,608864.4,"M416",1620,"Rifle","Elevated","Elevated",4912.98949317012
"27475883",392013.8,192881.2,392445.1,192692.7,"M416",1416,"Rifle","Normal","Normal",470.693042226024
"22438132",483927.7,625602.3,484224.6,625927,"AKM",152,"Rifle","Elevated","Elevated",439.976931213386
"12381874",622888.9,373839.7,622862.7,374284.4,"AKM",95,"Rifle","Normal","Normal",445.471132622546
"25359812",588642.7,451302,589120.4,451190.8,"AKM",990,"Rifle","Normal","Normal",490.471946190676
"29788198",388490.2,336523.8,388610.2,337306.4,"AKM",1465,"Rifle","Normal","Normal",791.746651398068
"24454033",423588.7,324854.2,423611,324570.4,"S1897",126,"Shotgun","Normal","Normal",284.674779353551
"15808621",533369.4,304239.9,540127.7,300052,"SCAR-L",1517,"Rifle","Normal","Normal",7950.66822977788
"28990956",550706.8,560211,544817.8,573442.4,"M16A4",585,"Rifle","Normal","Normal",14482.75757444
"24279599",423306.1,325793.9,423808.2,324295.9,"P92",118,"Pistol","Normal","Normal",1579.90772198886
"32701260",423517.4,325545.5,423493,324589.5,"SCAR-L",150,"Rifle","Normal","Normal",956.311330059412
"20117403",382108,167991.6,380074.8,159671.4,"SCAR-L",1809,"Rifle","Normal","Normal",8565.02365904498
"7816385",437250.9,623539.4,450122.3,621385.1,"M416",356,"Rifle","Normal","Normal",13050.4385539337
"8937611",371468.1,414825.1,371067.9,414340.6,"P18C",340,"Pistol","Normal","Normal",628.410924475349
"31612192",604491,612135.3,604705.7,612103.2,"S1897",254,"Shotgun","Elevated","Elevated",217.086388334197
"21937836",420472.8,324928.2,420318.4,325481,"S1897",137,"Shotgun","Normal","Normal",573.957489715028
"13246625",452164.9,586125.3,466049.4,580090.1,"Kar98k",935,"Sniper","Normal","Normal",15139.451089455
"23502305",553106.1,532868.8,552450.6,536331.1,"Grenade",975,"Explosives","Normal","Normal",3523.80498041528
"20670982",222575.1,397316.6,222501.7,396389.5,"S686",271,"Shotgun","Normal","Normal",930.001059139158
"26556591",636203.2,468101.9,635386.6,460459.2,"M16A4",1417,"Rifle","Normal","Normal",7686.20184811719
"26550077",408261.8,301221.3,408469.9,301191.9,"AKM",128,"Rifle","Normal","Normal",210.166529209607
"23970743",373491.1,130797.2,372498.9,129004.9,"UMP9",335,"Sub Machine Gun","Normal","Normal",2048.60931609712
"26720943",728374.3,436372.4,728396.1,436174.3,"M416",202,"Rifle","Normal","Normal",199.295885557155
"9484770",399188.2,351411.9,394149.8,354392.5,"M16A4",999,"Rifle","Normal","Normal",5854.01152373311
"34136612",639942.1,499487.1,641590.9,499322.7,"SCAR-L",1693,"Rifle","Normal","Normal",1656.97579946122
"18634247",362949.6,394188.6,362530.8,393812.7,"M16A4",255,"Rifle","Normal","Normal",562.755941772243
"37675981",440183.2,642213.7,440379.5,641773.4,"VSS",254,"Sub Machine Gun","Normal","Normal",482.076529194208
"31293784",566355.1,385332.8,566269.5,385363.8,"Punch",112,"Melee","Normal","Normal",91.0404305789247
"14405771",300026.3,505640.3,300567.1,506090.2,"S1897",239,"Shotgun","Normal","Normal",703.473275967189
"18798740",178125.9,428549.8,179024.9,428035.7,"M416",1641,"Rifle","Normal","Normal",1035.61566712752
"28551743",535993.4,313315.7,536027,313388.4,"M416",1175,"Rifle","Normal","Normal",80.0890129793103
"8498518",642094.3,513773.5,643542.4,513605.2,"M16A4",1727,"Rifle","Normal","Normal",1457.84721421688
"27929901",589916.2,290080,590000.6,288605.6,"M416",1331,"Rifle","Normal","Normal",1476.81370524521
"26323328",566234.9,385179,566727.8,385205.9,"S1897",219,"Shotgun","Normal","Normal",493.633487518852
"31407248",449942.4,629557.9,448492.5,629292.1,"SCAR-L",274,"Rifle","Normal","Normal",1474.06229515584
"22280952",276376.8,394300.9,276592.6,392333,"M16A4",953,"Rifle","Normal","Normal",1979.69695913291
"28979142",684704,462546.3,684934,462515.3,"P92",152,"Pistol","Normal","Normal",232.079727679951
"20372232",443905.5,390309.9,435443.1,390520.2,"M416",1107,"Rifle","Normal","Normal",8465.01269048076
"20956360",500103.6,144036.4,503533,148975.3,"SCAR-L",1854,"Rifle","Normal","Normal",6012.77952115327
"33388702",624390.4,372023.2,624105.1,372633.7,"M16A4",395,"Rifle","Normal","Normal",673.87412771231
"18298641",431403,636497.9,431529.4,636047.1,"M16A4",142,"Rifle","Normal","Normal",468.185433348847
"5058849",626321.3,378363.2,627274.4,378598.8,"P1911",103,"Pistol","Normal","Normal",981.78763997106
"15583424",366982.5,396339.6,367564,398585.7,"M416",481,"Rifle","Normal","Normal",2320.15246481781
"17683942",439740.2,395817.7,435648.1,401939.3,"SCAR-L",1328,"Rifle","Normal","Normal",7363.37347755769
"21056793",247540.8,424766.6,249036.7,425768.5,"M416",885,"Rifle","Normal","Normal",1800.42228935328
"26882135",411689.6,416841.4,412980.6,413193.7,"Mini 14",1279,"Rifle","Normal","Normal",3869.41808157248
"25369802",369078.8,505166.2,368542.1,504619.2,"AKM",620,"Rifle","Normal","Normal",766.326229487163
"34635663",706918.1,331381.6,708455.6,333171,"M16A4",185,"Rifle","Normal","Normal",2359.20719946343
"5678045",172744.8,604064.3,171053.3,602871.1,"M16A4",223,"Rifle","Normal","Normal",2069.99963526571
"26510306",468204.4,646214.9,468101.3,646560.8,"SCAR-L",231,"Rifle","Elevated","Elevated",360.938249566354
"15599552",440428.4,639003.9,441586.2,640045.1,"SCAR-L",239,"Rifle","Normal","Normal",1557.11216037891
"17291087",447393.9,301140.4,450548.8,300684.8,"P1911",300,"Pistol","Normal","Normal",3187.6269182575
"35180309",157534.6,275581.1,157103.9,275851.5,"AKM",178,"Rifle","Normal","Normal",508.545622338864
"37380791",704189.2,324089.8,704443.3,323613.7,"M249",720,"Machine Gun","Normal","Normal",539.664729253288
"14103085",573802.7,382869.6,573624.6,383307.7,"S686",199,"Shotgun","Normal","Normal",472.91777297964
"13092805",600806.7,368856.6,603750.7,364312.4,"AKM",647,"Rifle","Normal","Normal",5414.50733123519
